epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
293,1675.83,0.88259,0.46929,0.88503,0.78614,0.90617,0.85996,0.59408,1.10605,0.55942,0.93421,0.000602809,0.000602809,0.000602809
294,1692.29,0.88719,0.46636,0.88755,0.78665,0.89705,0.85713,0.59093,1.10717,0.56218,0.93768,0.00059998,0.00059998,0.00059998
295,1708.91,0.89133,0.46749,0.88369,0.71367,0.79519,0.73995,0.49387,1.12317,0.5787,0.94805,0.000597151,0.000597151,0.000597151
296,1725.42,0.87566,0.46302,0.88718,0.79736,0.90479,0.85748,0.59261,1.10259,0.55501,0.93697,0.000594321,0.000594321,0.000594321
297,1741.96,0.89874,0.47128,0.88673,0.78152,0.90788,0.85073,0.59006,1.09351,0.56049,0.93537,0.000591492,0.000591492,0.000591492
298,1758.45,0.87079,0.46183,0.886,0.77123,0.88916,0.83132,0.554,1.12042,0.57694,0.946,0.000588662,0.000588662,0.000588662
299,1775.01,0.87024,0.46293,0.88186,0.77186,0.89555,0.85143,0.58635,1.10328,0.56013,0.93535,0.000585833,0.000585833,0.000585833
300,1791.52,0.89394,0.46099,0.88426,0.79212,0.89765,0.85129,0.59282,1.09835,0.55827,0.93731,0.000583003,0.000583003,0.000583003
301,1808.08,0.88367,0.45918,0.88633,0.80366,0.8859,0.86091,0.59745,1.10474,0.55742,0.93896,0.000580174,0.000580174,0.000580174
302,1824.67,0.87475,0.45608,0.8857,0.81992,0.88585,0.86871,0.59657,1.10898,0.55695,0.94246,0.000577345,0.000577345,0.000577345
303,1841.33,0.86822,0.4495,0.88048,0.76596,0.85846,0.81142,0.54815,1.11676,0.566,0.94153,0.000574515,0.000574515,0.000574515
304,1858,0.86525,0.45207,0.88006,0.77119,0.87624,0.81387,0.54916,1.12267,0.57258,0.94526,0.000571686,0.000571686,0.000571686
305,1874.63,0.85941,0.45168,0.88058,0.80657,0.89398,0.86491,0.60027,1.10291,0.55359,0.93712,0.000568856,0.000568856,0.000568856
306,1891.23,0.87593,0.45826,0.88314,0.7541,0.86706,0.81579,0.54476,1.13934,0.58604,0.95588,0.000566027,0.000566027,0.000566027
307,1907.87,0.86733,0.454,0.88258,0.79394,0.88355,0.86282,0.59459,1.10696,0.56171,0.94177,0.000563197,0.000563197,0.000563197
308,1924.46,0.87106,0.45135,0.88167,0.77704,0.88912,0.85731,0.59347,1.11085,0.56395,0.93963,0.000560368,0.000560368,0.000560368
309,1941,0.88908,0.45679,0.88676,0.82045,0.86299,0.86184,0.59545,1.10869,0.55599,0.93509,0.000557539,0.000557539,0.000557539
310,1957.61,0.90136,0.46525,0.89338,0.76066,0.86327,0.81485,0.53724,1.13085,0.57643,0.94849,0.000554709,0.000554709,0.000554709
311,1974.21,0.89688,0.47624,0.89781,0.82381,0.85231,0.87205,0.60244,1.09987,0.55471,0.93515,0.00055188,0.00055188,0.00055188
312,1990.71,0.86446,0.44759,0.88547,0.80267,0.89581,0.87066,0.60313,1.10457,0.55555,0.93314,0.00054905,0.00054905,0.00054905
313,2007.35,0.85556,0.45026,0.87966,0.80952,0.89516,0.85979,0.59199,1.10879,0.55493,0.93931,0.000546221,0.000546221,0.000546221
314,2023.96,0.85564,0.45252,0.87925,0.779,0.9114,0.85624,0.59522,1.10872,0.55437,0.93837,0.000543392,0.000543392,0.000543392
315,2040.85,0.85778,0.4503,0.87955,0.76277,0.85883,0.81789,0.55263,1.11592,0.56593,0.94057,0.000540562,0.000540562,0.000540562
316,2057.42,0.84381,0.44214,0.87764,0.78538,0.8954,0.86153,0.59339,1.11211,0.56026,0.94039,0.000537733,0.000537733,0.000537733
317,2073.97,0.85884,0.45882,0.88306,0.8108,0.87645,0.86437,0.59605,1.12153,0.56669,0.94698,0.000534903,0.000534903,0.000534903
318,2090.53,0.86281,0.45447,0.87972,0.80018,0.89447,0.86502,0.59281,1.11246,0.55843,0.94132,0.000532074,0.000532074,0.000532074
319,2107.22,0.85436,0.44963,0.87596,0.79733,0.89722,0.86438,0.59057,1.11278,0.56147,0.94124,0.000529244,0.000529244,0.000529244
320,2123.75,0.85066,0.44703,0.87918,0.79455,0.90693,0.87426,0.59902,1.11761,0.55905,0.9379,0.000526415,0.000526415,0.000526415
321,2140.36,0.86046,0.45431,0.87914,0.75963,0.88189,0.82028,0.55869,1.12336,0.56792,0.94485,0.000523586,0.000523586,0.000523586
322,2156.92,0.8543,0.44859,0.87586,0.80378,0.86863,0.84479,0.58036,1.11364,0.56029,0.94329,0.000520756,0.000520756,0.000520756
323,2173.48,0.84759,0.4439,0.87442,0.82244,0.86674,0.86625,0.59643,1.11533,0.55766,0.94457,0.000517927,0.000517927,0.000517927
324,2190.06,0.85539,0.45214,0.88092,0.79601,0.88348,0.84875,0.58214,1.12422,0.56376,0.94468,0.000515097,0.000515097,0.000515097
325,2206.68,0.84834,0.4454,0.87683,0.81246,0.8799,0.8702,0.60131,1.11329,0.55445,0.94059,0.000512268,0.000512268,0.000512268
326,2223.21,0.84741,0.44971,0.87831,0.79065,0.89459,0.86308,0.59719,1.113,0.56172,0.93967,0.000509438,0.000509438,0.000509438
327,2239.88,0.85353,0.45865,0.88266,0.77961,0.91776,0.87166,0.60283,1.1147,0.56073,0.94259,0.000506609,0.000506609,0.000506609
328,2256.36,0.84577,0.44383,0.87725,0.82429,0.86505,0.87482,0.60579,1.11324,0.55584,0.9425,0.00050378,0.00050378,0.00050378
329,2272.9,0.84749,0.44379,0.88194,0.81187,0.85772,0.85702,0.59073,1.1249,0.56167,0.94966,0.00050095,0.00050095,0.00050095
330,2289.47,0.83449,0.4431,0.8763,0.78242,0.9025,0.84462,0.57552,1.12198,0.56339,0.94355,0.000498121,0.000498121,0.000498121
331,2306.09,0.84677,0.44531,0.87587,0.78798,0.8957,0.8503,0.58246,1.11511,0.56606,0.9459,0.000495291,0.000495291,0.000495291
332,2322.62,0.84398,0.44402,0.87583,0.80241,0.88998,0.85686,0.59144,1.11371,0.56332,0.94632,0.000492462,0.000492462,0.000492462
333,2339.25,0.83388,0.44517,0.87428,0.80841,0.87965,0.87051,0.602,1.11558,0.56076,0.94323,0.000489633,0.000489633,0.000489633
334,2355.83,0.84972,0.44529,0.87555,0.75355,0.79357,0.7722,0.5247,1.15022,0.59279,0.95975,0.000486803,0.000486803,0.000486803
335,2372.44,0.83635,0.44846,0.87808,0.80609,0.87749,0.86263,0.59664,1.11439,0.55763,0.94394,0.000483974,0.000483974,0.000483974
336,2388.95,0.83788,0.43657,0.87925,0.81116,0.89851,0.87664,0.60606,1.11679,0.55916,0.94285,0.000481144,0.000481144,0.000481144
337,2405.58,0.82232,0.43286,0.87431,0.80892,0.88348,0.87482,0.608,1.11383,0.55649,0.93995,0.000478315,0.000478315,0.000478315
338,2422.25,0.83784,0.43897,0.87606,0.80257,0.87692,0.86119,0.5994,1.11855,0.55917,0.94119,0.000475485,0.000475485,0.000475485
339,2438.81,0.81998,0.43385,0.87033,0.78398,0.90054,0.8657,0.6003,1.11952,0.56267,0.94776,0.000472656,0.000472656,0.000472656
340,2455.32,0.81994,0.43802,0.87398,0.80617,0.90749,0.87667,0.60481,1.11491,0.55417,0.9422,0.000469827,0.000469827,0.000469827
341,2471.93,0.82084,0.43433,0.87326,0.81717,0.876,0.87582,0.60258,1.11439,0.55702,0.9427,0.000466997,0.000466997,0.000466997
342,2488.45,0.83108,0.43739,0.87698,0.79419,0.91253,0.87279,0.60191,1.11199,0.55668,0.94038,0.000464168,0.000464168,0.000464168
343,2505.1,0.82631,0.43778,0.87777,0.80112,0.89873,0.8738,0.60119,1.11965,0.55939,0.94177,0.000461338,0.000461338,0.000461338
344,2521.61,0.84122,0.43941,0.87866,0.82355,0.86892,0.87084,0.60072,1.11619,0.55798,0.94282,0.000458509,0.000458509,0.000458509
345,2538.18,0.82909,0.436,0.8719,0.79465,0.89307,0.87241,0.60125,1.11164,0.55278,0.94132,0.00045568,0.00045568,0.00045568
346,2554.66,0.82163,0.43393,0.8727,0.79842,0.89572,0.86275,0.59669,1.11593,0.55244,0.94145,0.00045285,0.00045285,0.00045285
347,2571.25,0.81776,0.42931,0.87526,0.81364,0.88014,0.86832,0.59826,1.12519,0.56262,0.94525,0.000450021,0.000450021,0.000450021
348,2587.79,0.83217,0.44148,0.87757,0.80591,0.89138,0.87776,0.60384,1.1228,0.55699,0.94356,0.000447191,0.000447191,0.000447191
349,2604.37,0.82559,0.43706,0.87555,0.81709,0.88664,0.8728,0.60106,1.11434,0.55575,0.94022,0.000444362,0.000444362,0.000444362
350,2620.83,0.80279,0.42592,0.87329,0.81352,0.89812,0.87609,0.60498,1.11411,0.55329,0.94284,0.000441532,0.000441532,0.000441532
351,2637.41,0.81861,0.43362,0.87357,0.80149,0.89118,0.86996,0.60141,1.12141,0.55696,0.94285,0.000438703,0.000438703,0.000438703
352,2653.94,0.81267,0.43132,0.86922,0.72997,0.77093,0.75757,0.50808,1.14992,0.59087,0.95313,0.000435874,0.000435874,0.000435874
353,2670.46,0.81464,0.43157,0.87291,0.8062,0.89286,0.86467,0.59698,1.12065,0.56317,0.94539,0.000433044,0.000433044,0.000433044
354,2686.94,0.80943,0.42954,0.86983,0.8267,0.88625,0.87102,0.60249,1.1175,0.55985,0.94412,0.000430215,0.000430215,0.000430215
355,2703.49,0.81202,0.43298,0.86998,0.81483,0.88198,0.86481,0.59616,1.11885,0.55775,0.94579,0.000427385,0.000427385,0.000427385
356,2719.92,0.81403,0.4329,0.87581,0.80677,0.89858,0.87112,0.59813,1.12452,0.56652,0.94505,0.000424556,0.000424556,0.000424556
357,2736.56,0.82227,0.43292,0.87148,0.79644,0.89747,0.85929,0.58955,1.12792,0.56316,0.94691,0.000421726,0.000421726,0.000421726
358,2753.11,0.81744,0.4262,0.87212,0.80721,0.88997,0.86253,0.59845,1.12171,0.55904,0.94589,0.000418897,0.000418897,0.000418897
359,2769.67,0.81348,0.43139,0.87042,0.81938,0.87266,0.863,0.59244,1.13112,0.56743,0.95275,0.000416068,0.000416068,0.000416068
360,2786.22,0.80347,0.42855,0.86873,0.81299,0.87882,0.86427,0.59806,1.12123,0.56112,0.94716,0.000413238,0.000413238,0.000413238
361,2802.74,0.79673,0.42405,0.86662,0.82743,0.86499,0.86925,0.60253,1.12013,0.5553,0.94347,0.000410409,0.000410409,0.000410409
362,2819.3,0.80331,0.42805,0.86953,0.81943,0.87763,0.86477,0.5999,1.1194,0.55651,0.94307,0.000407579,0.000407579,0.000407579
363,2835.88,0.82061,0.44271,0.87793,0.79143,0.9049,0.86198,0.59737,1.11979,0.56039,0.94584,0.00040475,0.00040475,0.00040475
364,2852.44,0.80081,0.4245,0.8688,0.82667,0.85862,0.86485,0.59935,1.11969,0.56133,0.94517,0.000401921,0.000401921,0.000401921
365,2869.04,0.80044,0.4252,0.87059,0.81336,0.86919,0.86161,0.59862,1.12323,0.56301,0.94583,0.000399091,0.000399091,0.000399091
366,2885.58,0.81277,0.4378,0.87303,0.81306,0.86901,0.85726,0.59271,1.11997,0.55967,0.94361,0.000396262,0.000396262,0.000396262
367,2902.18,0.79405,0.42252,0.86916,0.80416,0.88474,0.85902,0.59479,1.11692,0.55818,0.94337,0.000393432,0.000393432,0.000393432
368,2918.7,0.80572,0.43192,0.87002,0.80878,0.88151,0.86236,0.59501,1.11755,0.55493,0.94387,0.000390603,0.000390603,0.000390603
369,2935.25,0.79734,0.42695,0.87467,0.809,0.87644,0.86479,0.59614,1.11759,0.55434,0.94739,0.000387773,0.000387773,0.000387773
370,2951.8,0.80442,0.42948,0.87271,0.80201,0.88719,0.86451,0.59292,1.1239,0.55509,0.94902,0.000384944,0.000384944,0.000384944
371,2968.42,0.79697,0.42549,0.87139,0.81777,0.88215,0.87239,0.59817,1.12938,0.56074,0.94853,0.000382115,0.000382115,0.000382115
372,2985.09,0.79004,0.41902,0.86538,0.81296,0.883,0.87003,0.59823,1.12919,0.56286,0.95117,0.000379285,0.000379285,0.000379285
373,3001.68,0.7928,0.42318,0.86817,0.80463,0.88518,0.868,0.59697,1.1323,0.56388,0.94883,0.000376456,0.000376456,0.000376456
374,3018.15,0.78648,0.41982,0.86888,0.80926,0.86878,0.85932,0.58606,1.13369,0.56384,0.94895,0.000373626,0.000373626,0.000373626
375,3034.72,0.79096,0.42428,0.87334,0.78504,0.90716,0.86193,0.59345,1.12853,0.56285,0.94889,0.000370797,0.000370797,0.000370797
376,3051.23,0.78475,0.42294,0.86952,0.79377,0.89261,0.86675,0.59925,1.12662,0.56118,0.9496,0.000367967,0.000367967,0.000367967
377,3067.78,0.79382,0.41714,0.86894,0.82394,0.85502,0.872,0.60152,1.12814,0.56035,0.94679,0.000365138,0.000365138,0.000365138
378,3084.36,0.79194,0.42112,0.87049,0.80556,0.89696,0.87452,0.60663,1.12235,0.55545,0.94581,0.000362309,0.000362309,0.000362309
379,3100.94,0.79905,0.42395,0.87067,0.75023,0.81822,0.7852,0.51767,1.15858,0.58932,0.966,0.000359479,0.000359479,0.000359479
380,3117.49,0.78396,0.41836,0.86912,0.82187,0.8742,0.86982,0.60019,1.12827,0.56038,0.95208,0.00035665,0.00035665,0.00035665
381,3133.96,0.79027,0.42385,0.87367,0.79979,0.88725,0.86114,0.59291,1.13144,0.5612,0.95134,0.00035382,0.00035382,0.00035382
382,3150.42,0.77663,0.41494,0.86678,0.80298,0.91171,0.87873,0.6047,1.13456,0.5609,0.95522,0.000350991,0.000350991,0.000350991
383,3166.99,0.78342,0.41679,0.86657,0.81845,0.88104,0.86758,0.59891,1.12995,0.55837,0.95383,0.000348162,0.000348162,0.000348162
384,3183.52,0.78425,0.41804,0.86714,0.78728,0.91113,0.86474,0.59436,1.13111,0.56083,0.95066,0.000345332,0.000345332,0.000345332
385,3200.01,0.7831,0.41806,0.86699,0.81606,0.87931,0.87077,0.60056,1.12217,0.55633,0.94779,0.000342503,0.000342503,0.000342503
386,3216.52,0.7744,0.41381,0.86492,0.79869,0.90481,0.87388,0.60319,1.12433,0.55669,0.94617,0.000339673,0.000339673,0.000339673
387,3233.07,0.7849,0.42034,0.86917,0.80854,0.8979,0.87312,0.60259,1.139,0.56689,0.95218,0.000336844,0.000336844,0.000336844
388,3249.51,0.77722,0.41567,0.86712,0.79763,0.90799,0.86878,0.60137,1.13469,0.56242,0.95298,0.000334014,0.000334014,0.000334014
389,3266.08,0.78193,0.41867,0.86448,0.79973,0.91176,0.87,0.59818,1.13254,0.56134,0.95241,0.000331185,0.000331185,0.000331185
390,3282.54,0.77744,0.4102,0.86461,0.80307,0.90758,0.87147,0.60211,1.12608,0.56001,0.95051,0.000328356,0.000328356,0.000328356
391,3299.05,0.77671,0.41561,0.86551,0.79681,0.91042,0.87092,0.60391,1.12616,0.55732,0.94849,0.000325526,0.000325526,0.000325526
392,3315.52,0.77273,0.41199,0.86559,0.80657,0.89786,0.87218,0.60404,1.12397,0.5563,0.94894,0.000322697,0.000322697,0.000322697
393,3332.06,0.76548,0.41013,0.86529,0.81554,0.87268,0.871,0.60341,1.13038,0.55873,0.95293,0.000319867,0.000319867,0.000319867
394,3348.55,0.76633,0.41005,0.86346,0.8024,0.90575,0.87485,0.6051,1.13612,0.56205,0.95742,0.000317038,0.000317038,0.000317038
395,3365.13,0.77485,0.41542,0.865,0.81912,0.89356,0.87231,0.59902,1.13297,0.56125,0.95155,0.000314209,0.000314209,0.000314209
396,3381.62,0.77925,0.41557,0.86873,0.79997,0.9026,0.86818,0.59574,1.13156,0.56518,0.95181,0.000311379,0.000311379,0.000311379
397,3398.15,0.75978,0.40815,0.8628,0.80518,0.89307,0.86268,0.5946,1.12898,0.56438,0.9501,0.00030855,0.00030855,0.00030855
398,3414.66,0.76834,0.4116,0.86708,0.78344,0.87961,0.84964,0.57812,1.13947,0.56835,0.95402,0.00030572,0.00030572,0.00030572
399,3431.22,0.76566,0.41168,0.86423,0.79781,0.88732,0.86175,0.5971,1.13731,0.56257,0.95331,0.000302891,0.000302891,0.000302891
400,3447.7,0.76556,0.41268,0.86134,0.80339,0.88335,0.86479,0.59764,1.1334,0.55621,0.95451,0.000300061,0.000300061,0.000300061
401,3464.21,0.76619,0.41328,0.86737,0.80786,0.87594,0.86104,0.5946,1.13398,0.55707,0.95282,0.000297232,0.000297232,0.000297232
402,3480.76,0.76941,0.41133,0.8652,0.80845,0.89356,0.86472,0.59823,1.13298,0.55965,0.95193,0.000294403,0.000294403,0.000294403
403,3497.32,0.76574,0.4111,0.86446,0.80546,0.8865,0.86335,0.59817,1.13325,0.56183,0.95236,0.000291573,0.000291573,0.000291573
404,3513.84,0.75568,0.40697,0.86484,0.81992,0.87789,0.86932,0.60355,1.12809,0.56132,0.95249,0.000288744,0.000288744,0.000288744
405,3530.35,0.75768,0.40946,0.86067,0.82855,0.86159,0.87085,0.59836,1.13852,0.56227,0.95568,0.000285914,0.000285914,0.000285914
406,3546.89,0.76298,0.41027,0.86556,0.82087,0.88378,0.86886,0.59684,1.13234,0.56367,0.95285,0.000283085,0.000283085,0.000283085
407,3563.34,0.7557,0.40589,0.86303,0.81118,0.88035,0.86342,0.59206,1.13806,0.56687,0.95602,0.000280255,0.000280255,0.000280255
408,3579.77,0.74949,0.40511,0.86332,0.80443,0.88401,0.86347,0.59286,1.1336,0.56345,0.95478,0.000277426,0.000277426,0.000277426
409,3596.31,0.75368,0.40949,0.86265,0.81187,0.89037,0.86874,0.59638,1.13596,0.56477,0.95838,0.000274597,0.000274597,0.000274597
410,3612.84,0.75109,0.40521,0.86144,0.81373,0.89601,0.87015,0.59971,1.13777,0.56541,0.95758,0.000271767,0.000271767,0.000271767
411,3629.44,0.76795,0.41218,0.86267,0.81933,0.87942,0.87264,0.60426,1.13558,0.5604,0.95493,0.000268938,0.000268938,0.000268938
412,3645.99,0.76014,0.40698,0.86367,0.82131,0.88487,0.87147,0.59944,1.1368,0.56216,0.9577,0.000266108,0.000266108,0.000266108
413,3662.6,0.75216,0.40416,0.86223,0.81002,0.88623,0.86585,0.59469,1.13711,0.56189,0.95601,0.000263279,0.000263279,0.000263279
414,3679.15,0.74554,0.40405,0.86022,0.80976,0.88908,0.86433,0.59457,1.13697,0.56336,0.95762,0.00026045,0.00026045,0.00026045
415,3695.72,0.73873,0.39806,0.86012,0.81414,0.88382,0.86506,0.59641,1.13582,0.56302,0.95846,0.00025762,0.00025762,0.00025762
416,3712.23,0.75602,0.40548,0.86509,0.8181,0.88056,0.87092,0.60292,1.13418,0.56256,0.95829,0.000254791,0.000254791,0.000254791
417,3728.8,0.73595,0.39682,0.85914,0.8075,0.90509,0.87275,0.60113,1.13142,0.55984,0.95643,0.000251961,0.000251961,0.000251961
418,3745.31,0.7509,0.40309,0.86311,0.81467,0.89291,0.86989,0.60148,1.13321,0.55559,0.95547,0.000249132,0.000249132,0.000249132
419,3761.96,0.74408,0.40388,0.86203,0.82591,0.86986,0.86767,0.5989,1.13727,0.55938,0.95513,0.000246302,0.000246302,0.000246302
420,3778.45,0.74279,0.40215,0.86139,0.82728,0.87329,0.86599,0.59548,1.13958,0.56091,0.95709,0.000243473,0.000243473,0.000243473
421,3795.01,0.74976,0.4042,0.86056,0.83072,0.86133,0.86613,0.5989,1.1386,0.56309,0.95756,0.000240644,0.000240644,0.000240644
422,3811.55,0.74357,0.40128,0.86005,0.82054,0.88282,0.86727,0.59742,1.13875,0.56226,0.95891,0.000237814,0.000237814,0.000237814
423,3828.2,0.75111,0.40605,0.86103,0.81845,0.88145,0.86734,0.59596,1.14046,0.56241,0.95925,0.000234985,0.000234985,0.000234985
424,3844.71,0.73977,0.40078,0.85616,0.81334,0.88488,0.86591,0.59594,1.13693,0.5632,0.95677,0.000232155,0.000232155,0.000232155
425,3861.31,0.74319,0.4068,0.86288,0.81797,0.87112,0.86429,0.59461,1.13515,0.55908,0.95553,0.000229326,0.000229326,0.000229326
426,3877.74,0.73022,0.39598,0.85867,0.8105,0.87873,0.86307,0.59446,1.13584,0.55869,0.957,0.000226497,0.000226497,0.000226497
427,3894.3,0.72729,0.39288,0.85536,0.80162,0.89279,0.86062,0.59137,1.13679,0.55931,0.95667,0.000223667,0.000223667,0.000223667
428,3910.76,0.73756,0.39484,0.85934,0.79835,0.88733,0.86129,0.59236,1.13916,0.56498,0.95784,0.000220838,0.000220838,0.000220838
429,3927.36,0.73602,0.39641,0.85773,0.80143,0.88284,0.86044,0.59128,1.13924,0.56481,0.95754,0.000218008,0.000218008,0.000218008
430,3943.97,0.74616,0.40189,0.85998,0.80906,0.87528,0.86067,0.59582,1.13916,0.56309,0.95916,0.000215179,0.000215179,0.000215179
431,3960.59,0.74206,0.40238,0.85984,0.81513,0.87786,0.86,0.59203,1.14007,0.56432,0.95846,0.000212349,0.000212349,0.000212349
432,3977.08,0.74078,0.39775,0.86016,0.79718,0.90118,0.85847,0.59126,1.13842,0.56127,0.95845,0.00020952,0.00020952,0.00020952
433,3993.54,0.73222,0.39391,0.85878,0.79408,0.89862,0.85759,0.58783,1.13809,0.56291,0.95791,0.000206691,0.000206691,0.000206691
434,4010.04,0.72921,0.39247,0.85901,0.80294,0.88001,0.85611,0.59004,1.13948,0.56335,0.96009,0.000203861,0.000203861,0.000203861
435,4026.6,0.73306,0.39764,0.86072,0.80388,0.88894,0.85927,0.59209,1.1387,0.56291,0.95798,0.000201032,0.000201032,0.000201032
436,4043.05,0.74084,0.40226,0.86198,0.80465,0.89683,0.86139,0.59465,1.1385,0.56234,0.95774,0.000198202,0.000198202,0.000198202
437,4059.64,0.72874,0.3934,0.85791,0.79955,0.88966,0.85976,0.59389,1.13727,0.56375,0.95616,0.000195373,0.000195373,0.000195373
